image,Born,Person,description,occupation,position held,country of citizenship,given name,UpdatedAt
,1944-05-29,Yves Marie Monot,Catholic bishop,Catholic priest,Catholic bishop diocesan bishop apostolic administrator,France Republic of the Congo,Yves,2020-05-29
,1944-05-29,Nicole El Karoui,French mathematician,mathematician professeur des universités,,France,Nicole,2020-05-29
,1944-05-29,Denis Jacquat,French politician,politician physician,member of the French National Assembly Q63758892 Representative of the Parliamentary Assembly of the Council of Europe Substitute of the Parliamentary Assembly of the Council of Europe,France,Denis,2020-05-29
,1944-05-29,"Quentin Davies , Baron Davies of Stamford",British politician,politician diplomat,"Minister for Defence Equipment, Support and Technology Shadow Secretary of State for Northern Ireland Member of the 54th Parliament of the United Kingdom Member of the 53rd Parliament of the United Kingdom Member of the 52nd Parliament of the United Kingdom Member of the 51st Parliament of the United Kingdom Member of the 50th Parliament of the United Kingdom",United Kingdom,Quentin,2020-05-29
,1944-05-29,Alexander Braginsky,Russian musician,musician teacher pianist,,Russia,Alexander,2020-05-29
,1944-05-29,David B. Ruderman,"Joseph Meyerhoff Professor of Modern Jewish History, University of Pennsylvania",historian,,United States of America,David,2020-05-29
,1944-05-29,María Olivia Mönckeberg,Chilean journalist,journalist,,Chile,María,2020-05-29
,1944-05-29,Judith Kleinfeld,American psychologist,psychologist,,United States of America,Judith,2020-05-29
,1933-10-26 1944-05-29,Ken Turner,director,film director television director screenwriter,,,Ken,2020-05-29
,1944-05-29,LeRoy Stumpf,American politician,politician,member of the Minnesota House of Representatives member of the State Senate of Minnesota,United States of America,LeRoy,2020-05-29
,1944-05-29,Marvin X,American writer,poet playwright,,,Marvin,2020-05-29
,1944-05-29,Maurice Neil,Australian politician and lawyer,politician barrister,Member of the Australian House of Representatives,Australia,Maurice,2020-05-29
,1944-05-29,Peter Lindsey,English cricketer,cricketer,,United Kingdom,Peter,2020-05-29
,1944-05-29,Steve Smith,American football player who played offensive lineman,American football player,,United States of America,Steve,2020-05-29
,1944-05-29,Helmut Berger,Austrian film and television actor,actor film actor stage actor television actor,,Austria,Helmut,2020-05-29
,1944-05-29,Bernard Deschamps,French ice hockey player,ice hockey player,,France,Bernard,2020-05-29
,1944-05-29,Pascale Crozon,member of the National Assembly of France,politician,member of the French National Assembly Substitute of the Parliamentary Assembly of the Council of Europe,France,Pascale,2020-05-29
,1943-05-29,Burkhard Glaetzner,German university teacher and conductor,university teacher conductor oboist,,Germany,Burkhard,2020-05-29
,1943-05-29,Antoni Pacyński,Polish sportsperson,athlete,,Poland,Antoni,2020-05-29
,1943-05-29,Earl Thomas Coleman,American politician,politician lawyer,United States representative Member of the Missouri House of Representatives,United States of America,Earl,2020-05-29
,1943-05-29,Jean-Louis Bruguière,French judge,politician examining magistrate judge,,France,Jean-Louis,2020-05-29
,1943-05-29,Gert-Rudolf Flick,German author and non-fiction writer,author non-fiction writer art historian,,Germany,Gert,2020-05-29
,1943-05-29,Jan Kůrka,Czechoslovak sport shooter,sport shooter,,Czechoslovakia,Jan,2020-05-29
,1943-05-29,Jeffrey L. Kimball,American cinematographer,cinematographer,,United States of America,Jeffrey,2020-05-29
,1943-05-29,Karin Frohner,figure skater,figure skater,,Austria,Karin,2020-05-29
,1943-05-29,Nina Karin Monsen,Norwegian philosopher,philosopher author writer,,Norway,Nina,2020-05-29
,1943-05-29,Li Guojie,Chinese computer scientist,computer scientist engineer,,,,2020-05-29
,1943-05-29,Anthony Waite,cricketer,cricketer,,United Kingdom,Anthony,2020-05-29
,1943-05-29,David Roberts,"climber, mountaineer, and author",mountaineer literary scholar writer,,United States of America,David,2020-05-29
,1943 1943-05-29,James A. Thurber,American political scientist,political scientist,,United States of America,James,2020-05-29
,1943-05-29,James Dale Todd,United States federal judge,lawyer judge,,United States of America,James,2020-05-29
,1943-05-29,Fernando Fernández Martín,Spanish politician,politician university teacher neurologist,member of the European Parliament,Spain,Fernando,2020-05-29
,1943-05-29,Linden MacIntyre,Canadian writer,novelist journalist,,Canada,Linden,2020-05-29
,1943-05-29,Mick Buxton,English footballer and manager,association football player association football manager,,United Kingdom,Mick,2020-05-29
,1943-05-29,Peter Macdonald,Australian politician,physician,Member of the New South Wales Legislative Assembly,Australia,Peter,2020-05-29
,1942-05-29,Shigeru Iitaka,Japanese mathematician,mathematician,,Japan,Shigeru,2020-05-29
,1942-05-29,Pete Mills,American gridiron football player,American football player,,United States of America,Pete,2020-05-29
,1942-05-29,Vincent A. Calarco,business executive (*1942) ♂,business executive,,,Vincent,2020-05-29
,1942-05-29,Pierre Bourque,"former mayor of Montreal, Quebec (1994-2001)",politician,Mayor of Montreal,Canada,Pierre,2020-05-29
,1942-05-29,Bob Donewald,American basketball coach,basketball coach,,United States of America,Bob,2020-05-29
,1942 1942-05-29,Joel Cohen,American musician,musician lutenist,,United States of America,Joel,2020-05-29
,1942-05-29,Larry Mavety,Canadian ice hockey player and coach,ice hockey player,,,Larry,2020-05-29
,1942-05-29,Monti Rock,American artist,performance artist,,United States of America,,2020-05-29
,1942-05-29,Petr Cársky,Czech chemist,chemist,,,Petr,2020-05-29
,1942-05-29,Robert L. Allen,"American activist, writer, and academic",writer journalist,,United States of America,Robert,2020-05-29
,1942-05-29,Ron Hazelton,Home improvement television show host,television presenter,,United States of America,Ron,2020-05-29
,1941-05-29,Doug Scott,British mountaineer,mountaineer,,United Kingdom,Doug,2020-05-29
,1941-05-29,Nick McLean,American cinematographer,cinematographer,,United States of America,Nick,2020-05-29
,1941-05-29,Konrad Kwiet,historian,historian of the modern age university teacher,,Germany Australia,Konrad,2020-05-29
,1941-05-29,Inger Aufles,cross-country skier,cross-country skier,,Norway,Inger,2020-05-29
,1941-05-29,Gilbert Barrette,Canadian politician,politician,member of the House of Commons of Canada,Canada,Gilbert,2020-05-29
,1941-05-29,Per Ragnar,Swedish actor,writer actor director television presenter poet television actor,,Sweden,Per,2020-05-29
,1941-05-29,Arunabh Sarkar,Bangladeshi poet,author poet,,Bangladesh British Raj Pakistan,,2020-05-29
,1941-05-29,Claude Roussel,French athlete (*1941) ♂,athlete,,France,Claude,2020-05-29
,1941-05-29,Judith Weis,biologist,marine biologist,,,Judith,2020-05-29
,1941-05-29,Pepi Bader,West German bobsledder,bobsledder,,Germany,Pepi Josef,2020-05-29
,1941-05-29,Jim Page,Person (*1941) ♂,,,,Jim,2020-05-29
,1941-05-29,Robert Logan,actor,baseball player film actor television actor screenwriter,,United States of America,Robert,2020-05-29
,1940-05-29,David Lan,former Hong Kong government official,politician justice of the peace,member of the National Committee of the Chinese People's Political Consultative Conference,People's Republic of China,David,2020-05-29
,1940-05-29,Nicholas J. Pirro,American politician,,,United States of America,Nicholas,2020-05-29
,1940-05-29,Joseph McGeough,British academic,engineer university teacher,,United Kingdom,Joseph,2020-05-29
,1940-05-29,Ted Tollner,American football coach,American football player,,United States of America,Ted,2020-05-29
,1940 1940-05-29,James J. Fox,Australian historian and anthropologist,anthropologist university teacher,,Australia,James Joseph,2020-05-29
,1940-05-29,Raymond Lahey,former Catholic bishop,university teacher Catholic priest,bishop of Corner Brook and Labrador bishop of Antigonish diocesan bishop Catholic bishop,Canada,Raymond,2020-05-29
,1940-05-29,Hans Menet,Swiss athlete,professional athlete,,Switzerland,Hans,2020-05-29
,1940-05-29,Donal Murray,Irish bishop,university teacher Catholic priest,Catholic bishop diocesan bishop titular bishop auxiliary bishop,Ireland,Donal,2020-05-29
,1940-05-29,Dickie Rooks,English footballer,association football player,,United Kingdom,,2020-05-29
,1940-05-29,Shahanara Begum,Bangladeshi politician and member of parliament,politician,Member of the 10th Jatiya Sangsad,Bangladesh,,2020-05-29
,1940-05-29,Kjell Helland,Norwegian politician,politician,member of the Parliament of Norway,Norway,Kjell,2020-05-29
,1940-05-29,C. Anthony Anderson,American philosopher and Professor of Philosophy,philosopher university teacher,,United States of America,Curtis Anthony,2020-05-29
,1939-05-29,Dominic Su Haw Chiu,"Malaysia theologian and Catholic priest, Catholic bishop and diocesan bishop (*1939) ♂",theologian Catholic priest,Catholic bishop diocesan bishop,Malaysia,Dominic,2020-05-29
,1939-05-29,Hans-Jürgen Quadbeck-Seeger,German chemist,chemist university teacher writer,,Germany,Hans-Jürgen,2020-05-29
,1939-05-29,Danica d'Hondt,Canadian actress,actor beauty pageant contestant restaurateur film actor,,Canada,Danica,2020-05-29
,1939-05-29,Barry Ward,Australian rules footballer,Australian rules football player,,,Barry,2020-05-29
,1939-05-29,Al Unser,American racecar driver,racing automobile driver,,United States of America,Al,2020-05-29
,1939-05-29,Ammar Siamwalla,Thai economist,economist,,Thailand,,2020-05-29
,1939-05-29,Anthony Favell,British politician,politician,Member of the 50th Parliament of the United Kingdom Member of the 49th Parliament of the United Kingdom,United Kingdom,Anthony,2020-05-29
,1939-05-29,Edward Lone Fight,Native American political leader,politician,,,Edward,2020-05-29
,1939-05-29,Frank Crowley,Irish politician,politician,Teachta Dála Representative of the Parliamentary Assembly of the Council of Europe Substitute of the Parliamentary Assembly of the Council of Europe,Ireland,Frank,2020-05-29
,1939-05-29,Mary Banotti,Irish politician,nurse politician,member of the European Parliament,Ireland,Mary,2020-05-29
,1939-05-29,Moira Abernethy,Olympic swimmer,swimmer,,South Africa,,2020-05-29
,1939-05-29,Pete Smith,Australian radio and television voice-over artist,announcer,,Australia,Pete,2020-05-29
,1939-05-29,Roger Steele,Australian politician,politician,member of the Northern Territory Legislative Assembly Speaker of the Northern Territory Legislative Assembly,Australia,Roger,2020-05-29
,1938-05-29,Basil Bridge,cricketer,cricketer,,United Kingdom,Basil,2020-05-29
,1938-05-29,Sirry Steffen,Icelandic actress,actor,,Iceland,,2020-05-29
,1938-05-29,Max John Rodrigues,Catholic bishop,Catholic priest,Catholic bishop diocesan bishop,Pakistan British Raj,Max John,2020-05-29
,1938-05-29,Tammo tom Dieck,German mathematician,mathematician university teacher topologist,,Germany Brazil,Tammo,2020-05-29
,1938-05-29,Fay Vincent,American film studio executive and former commissioner of Major League Baseball,sports official,Commissioner of Baseball,United States of America,Fay,2020-05-29
,1938-05-29,Maud Debien,Canadian politician,politician,member of the House of Commons of Canada,Canada,Maud,2020-05-29
,1938-05-29,Karsten Alnæs,Norwegian novelist,journalist historian writer,,Norway,Karsten,2020-05-29
,1937-06-19 1938-05-29,Anita Strindberg,Swedish film actress,actor,,Sweden,Anita,2020-05-29
,1938-05-29,Brock Cole,American children's illustrator and writer,writer children's writer,,United States of America,Brock,2020-05-29
,1938-05-29,Dale Willis,"American college baseball player, Major League Baseball player, pitcher",baseball player,,United States of America,Dale,2020-05-29
,1938-05-29,Pierre Rabhi,"French writer, farmer, and poet",essayist conferencier sculptor farmer writer,,France,Pierre,2020-05-29
,1938-05-29,Janet Davies,British politician,politician,Member of the 1st National Assembly for Wales Member of the 2nd National Assembly for Wales,Wales,Janet,2020-05-29
,1938-05-29,Shakeel,Pakistani actor,actor television actor,,Pakistan British Raj,,2020-05-29
,1938-05-29,Fortunato Rijna,Person (*1938) ♂,,,,,2020-05-29
,1938-05-29,Brigitte Birnbaum,German author,author writer children's writer,,Germany,Brigitte,2020-05-29
,1937-05-29,Harold Steves,Richmond city councillor,politician,,Canada,Harold,2020-05-29
,1937-05-29,Jerome B. Lammers,American politician,politician,member of the South Dakota House of Representatives,United States of America,Jerome,2020-05-29
,1937-05-29,Daour M'baye Guèye,Senegal - french sprinter (*1937) ♂,sprinter,,Senegal France,,2020-05-29
,1937-05-29,Alwin Schockemöhle,German equestrian,show jumper,,Germany West Germany,Alwin,2020-05-29
,1937-05-29,Alec Jackson,English footballer,association football player,,United Kingdom,Alec,2020-05-29
,1937-05-29,Charles W. Pickering,American politician and judge,lawyer judge politician,member of the State Senate of Mississippi Judge of the United States Court of Appeals for the Federal Circuit,United States of America,Charles,2020-05-29
,1937-05-29,Ferdinand Francis Fernandez,United States federal judge,lawyer judge,Judge of the United States Court of Appeals for the Federal Circuit,United States of America,Ferdinand,2020-05-29
,1937-05-29,Glen Klippenstein,American politician,politician,Member of the Missouri House of Representatives member of the State Senate of Missouri,United States of America,Glen,2020-05-29
,1937-05-29,Irmin Schmidt,German composer and pianist,composer pianist university teacher conductor film score composer songwriter,,Germany,,2020-05-29
,1936-05-29,Jim Fraser,American football player,American football player,,United States of America,Jim,2020-05-29
,1936-05-29,Ephraim Isaac,American scholar,historian,,Ethiopia,Ephraim,2020-05-29
,1936-05-29,George Amabile,poet,poet,,Canada,George,2020-05-29
,1936-05-29,Jackie Lee,Irish female singer,singer,,Ireland,Jackie,2020-05-29
,1936-05-29,Murray Mills,Bishop of Waiapu,priest,,New Zealand,Murray,2020-05-29
,1936-05-29,Wyn Hoop,German singer,singer,,Germany,Winfried Wyn,2020-05-29
,1935-05-29,John Russell Evans,British bowls player (*1935) ♂,bowls player,,United Kingdom,John,2020-05-29
,1935-05-29,Jean Ueberschlag,French politician,politician,member of the French National Assembly Mayor of Saint-Louis,France,Jean,2020-05-29
